Station_ID,lon,lat,circular_stats_theta_rad,circular_stats_regularity,mean_peak_doy
V131,2607252.67280,1212759.39311,0.678344,0.358398,39.454676
V132,2710716.87816,1266935.11215,0.620004,0.352331,36.108862
V133,2700798.18113,1187530.74317,2.783587,0.776037,161.793347
V134,2585610.88706,1227304.07614,0.755056,0.491814,43.910267
V135,2830513.82095,1166854.69890,3.063321,0.758928,178.056558
V136,2693698.66166,1245001.82192,0.817426,0.28973,47.49831
V137,2715084.44548,1226081.20756,3.60007,0.198764,209.398786
V138,2631505.95553,1251881.06616,0.631604,0.415102,36.756422
V139,2741074.52066,1272219.83283,0.412829,0.254516,24.081896
V140,2686557.18952,1252974.92535,0.41134,0.216773,23.986237
V141,2703080.44519,1251954.54200,0.720393,0.282162,41.896309
V142,2644217.18180,1130427.66772,0.819066,0.475296,47.628978
V143,2593599.37516,1234547.51910,0.896374,0.449782,52.103162
V144,2501722.35998,1144760.71108,0.838091,0.391918,48.706036
V145,2554301.40269,1131813.59552,2.005802,0.378031,116.468452
V146,2656740.95995,1209705.49009,1.693996,0.156399,98.276218
V147,2732843.78089,1118016.59516,2.885149,0.425326,167.651276
V148,2615018.17632,1118319.84887,2.777206,0.875161,161.43424
V149,2588232.59800,1168698.94287,2.309601,0.547562,134.19876
V150,2707367.86076,1093929.90209,4.794053,0.095246,279.278613
V151,2650810.30869,1174666.42582,2.565082,0.625205,149.083911
V152,2663524.97849,1210149.54807,1.707568,0.151079,99.063698
V153,2700927.84669,1134113.01196,3.585131,0.390397,208.412136
V154,2562991.50687,1228611.29759,0.907524,0.435705,52.750632
V155,2764140.88291,1152342.42896,3.0771,0.825473,178.843627
V156,2738820.10081,1262550.76078,0.281024,0.137053,16.474431
V157,2823774.88732,1173217.79678,3.035287,0.898595,176.436963
V158,2727163.70292,1249374.51072,0.74699,0.104135,43.328662
V159,2649799.63873,1249766.49284,0.575925,0.443107,33.531824
V160,2789289.25371,1153885.89834,2.94664,0.731813,171.261833
V161,2691377.86733,1248414.44903,0.54632,0.212694,31.802495
V162,2680133.63650,1275154.66914,0.68848,0.565978,40.061329
V163,2688278.95530,1156621.16257,2.993144,0.624348,173.950638
V164,2577575.33389,1239674.96552,0.661872,0.450883,38.508935
V165,2745818.88011,1203037.96532,2.849624,0.817294,165.657033
V166,2569065.53657,1122256.35597,0.787363,0.553685,45.790158
V167,2563328.69941,1219710.39327,0.999418,0.460689,58.085983
V168,2706253.61503,1185484.73267,3.520597,0.886835,204.639063
V169,2675913.64371,1220220.81968,3.170275,0.13999,184.126413
V170,2634749.05355,1184613.33614,2.002041,0.283867,116.204343
V171,2618045.89360,1154602.60957,2.382807,0.546601,138.487024
V172,2578118.02870,1157934.81316,2.32424,0.611757,135.054328
V173,2625899.39824,1249850.67435,0.558488,0.4225,32.512962
V174,2606073.18382,1123438.51404,0.997268,0.6504,57.979791
V175,2555097.34397,1131490.63307,2.050182,0.436452,119.09004
V176,2596912.48371,1152087.62946,2.096193,0.578535,121.788316
V177,2629104.97591,1202257.86325,1.555536,0.237641,90.271511
V178,2547290.68883,1211567.83030,0.977981,0.488087,56.843727
V179,2789250.30441,1159839.12489,2.862051,0.454417,166.32344
V180,2750013.78261,1184134.74571,1.071641,0.328416,62.265627
V181,2541690.59025,1170986.24895,0.371606,0.444992,21.69869
V182,2609551.25794,1199441.34451,0.774277,0.222592,44.991056
V183,2504843.81999,1122094.50352,0.225012,0.564583,13.185866
V184,2665389.88298,1149003.30146,2.809568,0.639192,163.296782
V185,2746328.54189,1263217.86088,6.134452,0.099427,356.80529
V186,2693692.26968,1224731.44119,2.433326,0.125784,141.183812
V187,2661078.03242,1226865.45909,0.784807,0.225165,45.609235
V188,2757151.68683,1248073.82924,3.485377,0.109249,202.660366
V189,2562904.45295,1101012.91245,2.229761,0.625977,129.583618
V190,2727679.88285,1178611.57002,2.154719,0.393873,125.179944
V191,2719263.70907,1165331.79848,2.898157,0.820922,168.451578
V192,2607675.89908,1132837.81929,2.793683,0.813615,162.384278
V193,2597525.21945,1191900.76625,0.809844,0.225798,47.047079
V194,2797326.13164,1149086.22021,3.202019,0.86628,186.108547
V195,2778674.96315,1145189.63614,2.857361,0.705072,166.074703
V196,2655706.96303,1130955.10231,2.852946,0.777086,165.820335
V197,2529632.84232,1179808.23887,0.404216,0.626733,23.582968
V198,2695730.50626,1266281.17858,0.610204,0.426978,35.527531
V199,2763491.29246,1189485.67116,2.173739,0.352713,126.29357
V200,2787855.45630,1163250.76770,2.940662,0.873704,170.907039
V201,2822876.44639,1167295.04021,2.989442,0.767455,173.762183
V202,2757433.24560,1151985.48785,2.99219,0.723475,173.908484
V203,2766094.27112,1162961.19355,2.667081,0.423521,154.973415
V204,2660945.09047,1231377.13131,0.629958,0.257825,36.656223
V205,2714961.97877,1091443.87102,5.069994,0.126729,295.164322
V206,2624962.55443,1162768.34031,2.53019,0.643601,147.059834
V207,2807354.83929,1174356.29467,2.835447,0.782291,164.807399
V208,2625922.66139,1139532.39662,2.960586,0.884767,172.084892
V209,2718982.29286,1232701.04865,3.509793,0.124968,204.205399
V210,2694602.45837,1117472.40621,3.569661,0.090051,207.578018
V211,2725408.22276,1163330.53749,2.916064,0.789451,169.490284
V212,2615024.93118,1188675.94317,1.305215,0.231454,75.716172
V213,2629642.50238,1188786.73736,1.852438,0.275467,107.509767
V214,2613328.71925,1157248.70949,2.055898,0.459255,119.46503
V215,2616102.53646,1162447.68107,2.297701,0.512731,133.52654
V216,2670449.22101,1227830.76161,0.799846,0.165495,46.472795
V217,2680264.72512,1200341.31332,2.882871,0.425266,167.531028
V218,2539097.90443,1174642.36208,0.430964,0.488207,25.139388
V219,2709431.07080,1119959.50238,3.86757,0.257422,224.905102
V220,2733951.02730,1149650.38857,3.413588,0.60126,198.40094
V221,2635499.71209,1104142.90521,3.615779,0.889265,210.18086
V222,2581987.71859,1147772.01286,2.228244,0.455096,129.445532
V223,2778438.32455,1170877.42177,2.851479,0.842012,165.756313
V224,2724750.43005,1185970.28942,2.930976,0.780417,170.369982
V225,2718417.42526,1216141.03784,3.321546,0.505837,193.096048
V226,2584466.57868,1127538.81357,2.661566,0.79027,154.687845
V227,2605297.08056,1117532.02759,2.664526,0.925066,154.871401
V228,2745398.22499,1158153.27185,3.039879,0.635163,176.656175
V229,2649626.91988,1217822.04351,0.795602,0.185364,46.218668
V230,2521723.28353,1152851.97469,0.351012,0.613625,20.490402
V231,2638026.90764,1249294.47931,0.523594,0.4666,30.491539
V232,2623256.58926,1248220.44123,0.624867,0.409027,36.361547
V233,2753788.72632,1199954.74473,2.591412,0.631619,150.635964
V234,2602740.82488,1108589.98928,2.602485,0.857216,151.260068
V235,2768059.29362,1181625.96704,2.92367,0.821235,169.95563
V236,2702242.32142,1220004.17236,2.809737,0.03755,163.046869
V237,2595918.80160,1173469.71448,2.348022,0.608329,136.441374
V238,2721206.89809,1109260.94729,3.14212,0.213215,182.555191
V239,2746987.21704,1245629.15483,2.816699,0.130564,163.70331
V240,2562680.37203,1224892.42195,1.014996,0.446527,58.988795
V241,2587441.67090,1216435.91570,0.35472,0.544593,20.69804
V242,2729683.69912,1171901.43016,2.352445,0.297301,136.629447
V243,2729755.79606,1232752.53709,2.798298,0.14431,162.606183
V244,2722992.24525,1257513.21708,0.498434,0.197395,29.055111
V245,2515451.03977,1172925.81272,0.849929,0.561322,49.41169
V246,2588627.29110,1213349.30996,0.365306,0.475978,21.321075
V247,2692637.17034,1243204.53999,0.514029,0.210034,29.928931
V248,2741792.66373,1183429.13224,1.866842,0.352221,108.435191
V249,2736341.28682,1248708.87048,1.896623,0.106444,109.85035
V250,2592290.27206,1130434.19161,2.74671,0.88707,159.654775
V251,2765283.58420,1206126.25467,1.092842,0.308862,63.492718
V252,2653496.13258,1169600.06737,2.801752,0.831516,162.838962
V253,2788280.10891,1156440.11558,2.986076,0.735268,173.540832
V254,2504754.88482,1159599.57892,1.346629,0.506597,78.220359
V255,2575531.14179,1133716.34825,2.217754,0.699811,128.888166
V256,2708282.12457,1105834.11056,3.616503,0.182205,210.256789
V257,2699596.41988,1150488.95852,3.434021,0.253722,199.572867
V258,2760061.93682,1193685.70413,2.103973,0.387724,122.25241
V259,2733144.93298,1217472.12643,2.834755,0.37147,164.781049
V260,2611333.34882,1238193.91593,0.732961,0.44796,42.627524
V261,2589043.77586,1158048.35401,2.399797,0.712128,139.467563
V262,2654501.36388,1135991.62255,2.012672,0.482136,116.915856
V263,2619861.46921,1258807.87848,0.788515,0.389299,45.853847
V264,2773654.12491,1175425.78702,2.724253,0.718968,158.358423
V265,2751450.05053,1210150.54356,2.825962,0.168923,164.162623
V266,2598339.03373,1188582.20957,1.095754,0.221592,63.578176
V267,2725077.26753,1168075.15626,2.806129,0.661048,163.09421
V268,2571065.38656,1110395.33430,1.612259,0.573709,93.681074
V269,2669937.09722,1261755.08720,0.507165,0.473359,29.552063
V270,2724437.78885,1210146.66134,3.304552,0.202516,192.109383
V271,2572878.16824,1197789.70723,0.936855,0.356925,54.462998
V272,2713366.76747,1097287.51307,4.775984,0.138268,278.044647
V273,2760082.83501,1245326.28223,4.363831,0.088498,253.997751
V274,2696685.59679,1204232.28163,3.255165,0.325783,189.197683
V275,2521162.76140,1179387.26038,0.884537,0.55054,51.430279
V276,2717832.30565,1259693.71715,0.428522,0.24419,25.019524
V277,2680952.16893,1290002.58823,1.06548,0.544919,61.937981
V278,2656401.82382,1242661.79764,0.621372,0.404948,36.162414
V279,2578937.08940,1179385.06590,0.723515,0.203663,42.018276
V280,2593046.51458,1169582.82724,2.36788,0.60347,137.601681
V281,2725190.32644,1216319.78033,3.307124,0.142102,192.415901
V282,2688250.96771,1260890.64703,0.593461,0.390484,34.542494
V283,2620082.30683,1175991.23009,1.487758,0.269339,86.338173
V284,2652800.15017,1150590.94093,3.663963,0.911624,212.976055
V285,2611037.06184,1233928.32356,0.52822,0.49368,30.754912
V286,2574248.14533,1121405.22237,2.714834,0.836583,157.785936
V287,2558904.23322,1145944.82292,0.724796,0.235174,42.083699
V288,2693958.29834,1208832.34852,3.524587,0.237266,204.941123
V289,2662583.89890,1242398.12718,0.61054,0.354376,35.529046
V290,2596061.31210,1184168.05328,1.200934,0.19814,69.614202
V291,2764936.86580,1261229.34593,5.306024,0.073979,309.136816
V292,2662025.71031,1136317.18819,2.926553,0.749564,170.101251
V293,2660668.89231,1151084.70696,3.311169,0.810448,192.474106
V294,2591425.75853,1224547.20189,0.452003,0.524409,26.33629
V295,2694454.62981,1143743.73186,3.592375,0.337773,208.833786
V296,2798034.87076,1193364.34582,3.272342,0.864814,190.222075
V297,2706005.65362,1237424.84548,0.081652,0.026509,5.021096
V298,2569481.19409,1113707.37323,1.907627,0.5417,110.845197
V299,2620218.83783,1251457.24745,0.685812,0.404734,39.891208
V300,2806128.48766,1142310.22891,3.126592,0.738857,181.727048
V301,2723428.84506,1146673.87196,3.600252,0.538703,209.282416
V302,2710792.96143,1138717.77799,3.738528,0.236134,217.363043
V303,2570568.12610,1092105.61283,3.674304,0.932565,213.569896
V304,2497379.03934,1133053.31298,0.352553,0.59874,20.578469
V305,2639841.18020,1157017.60988,3.417674,0.800798,198.66507
V306,2635530.83475,1257138.24884,0.621127,0.409552,36.148208
V307,2633185.06033,1219040.78032,0.718822,0.308615,41.802336
V308,2717462.37673,1132231.60849,4.101516,0.205025,238.582017
V309,2713333.25388,1174844.74692,2.022701,0.311476,117.454384
V310,2720941.33277,1178233.05435,2.591215,0.514704,150.587448
V311,2566002.47610,1116244.65853,1.859429,0.353979,107.942003
V312,2714636.82713,1102634.59427,4.117647,0.139149,239.632058
V313,2805852.39415,1127000.24748,2.716721,0.555312,157.875323
V314,2670557.56775,1233304.62485,0.647403,0.228335,37.678424
V315,2593928.33863,1218011.43077,0.403899,0.530925,23.549871
V316,2778533.41877,1162751.75091,2.906436,0.862469,168.935862
V317,2670451.72180,1170536.80009,3.480473,0.8752,202.310597
V318,2742971.70988,1170154.62113,2.863179,0.653065,166.416843
V319,2678602.32399,1241208.27110,0.836729,0.211599,48.601709
V320,2626554.01799,1111409.89419,3.152482,0.806076,183.229419
V321,2714084.48068,1220695.38645,3.069312,0.317462,178.406607
V322,2704986.15301,1190659.46368,2.872071,0.765118,166.934834
V323,2641815.63955,1199399.22729,1.667376,0.154415,96.666051
V324,2723454.02272,1247049.41664,0.382688,0.051437,22.128036
V325,2554768.94143,1173527.09707,0.473884,0.39728,27.622552
V326,2718945.27756,1081405.69096,6.019291,0.113864,350.028778
V327,2699233.22028,1291839.39391,1.05239,0.524481,61.178195
V328,2594935.22713,1118270.51340,1.122419,0.630939,65.249667
V329,2591719.27653,1141832.04483,2.030011,0.691481,117.980988
V330,2671222.21288,1190568.79271,2.567154,0.510344,149.193376
V331,2617357.01260,1244041.62212,0.785689,0.42371,45.68309
V332,2627609.85030,1124503.01572,2.670888,0.838,155.23562
V333,2657141.39051,1222453.78884,0.910355,0.213987,52.876648
V334,2637806.92380,1223368.39138,0.495302,0.343381,28.863592
V335,2567470.21195,1163531.16938,0.819691,0.244287,47.591694
V336,2516628.91933,1159381.69273,0.634647,0.534794,36.94928
V337,2753213.79177,1233394.23122,6.061666,0.085637,352.515569
V338,2674179.21292,1178901.28799,3.15565,0.868267,183.401253
V339,2610023.87507,1191529.47295,0.843804,0.201128,49.007702
V340,2801326.32636,1143454.73631,2.976701,0.662805,173.01262
V341,2692294.64243,1230302.94444,4.574041,0.041169,266.664355
V342,2645144.18250,1186055.15499,2.421737,0.519242,140.705952
V343,2565550.17301,1121558.85180,0.41928,0.601625,24.453992
V344,2711660.97975,1084695.34658,6.226702,0.101058,361.991296
V345,2659319.65036,1190923.54183,0.188027,0.258719,11.0887
V346,2692623.40092,1276266.27670,1.043599,0.497226,60.662183
V347,2721378.89643,1077093.95459,0.023279,0.12098,1.571001
V348,2743204.82641,1250664.14514,2.269433,0.076034,131.432171
V349,2523078.51114,1162942.26621,0.373623,0.617999,21.803269
V350,2540982.92990,1160538.61974,0.592192,0.404979,34.469312
V351,2625857.48191,1257746.02088,0.765157,0.377939,44.498897
V352,2649409.72751,1200695.50211,2.050414,0.335394,119.098184
V353,2559174.46755,1103610.22472,2.977089,0.888092,173.008703
V354,2828493.99529,1161829.47114,3.237676,0.898747,188.179804
V355,2580373.84480,1200094.27224,0.460572,0.38724,26.857296
V356,2682354.19015,1211535.96125,3.27317,0.352941,190.236939
V357,2642566.99517,1208819.59591,1.499841,0.24307,87.044604
V358,2498438.80312,1122970.42729,0.150324,0.584455,8.866374
V359,2710782.59726,1208511.98427,3.30444,0.560993,192.07904
V360,2695399.88649,1260089.10977,0.686913,0.375274,39.960497
V361,2721177.45864,1221959.54287,4.79559,0.073219,279.154903
V362,2583099.97002,1238309.66329,0.733264,0.467853,42.648408
V363,2749744.28456,1156921.67212,3.174278,0.653469,184.474346
V364,2767325.90167,1157555.14196,2.848119,0.62025,165.533392
V365,2632565.67459,1154860.77936,2.845666,0.822791,165.404919
V366,2626307.40588,1175195.13680,2.379473,0.673382,138.292674
V367,2592440.62892,1210413.67061,0.48984,0.420205,28.537323
V368,2629511.08658,1262943.88352,0.987878,0.406596,57.415633
V369,2647023.68410,1111292.14238,3.303656,0.758555,192.008949
V370,2735088.37113,1124127.93930,3.158396,0.351073,183.545369
V371,2747945.67505,1240484.22203,3.075209,0.205423,178.719958
V372,2697236.61714,1162753.56203,2.995924,0.852656,174.125931
V373,2646823.68001,1243072.18862,0.552471,0.390931,32.165501
V374,2615429.89714,1222125.07456,0.506734,0.400794,29.498797
V375,2814797.84724,1171465.19929,2.94688,0.838013,171.278099
V376,2682178.68438,1176552.89585,2.961248,0.83416,172.110482
V377,2560256.65837,1133809.57198,0.448623,0.572796,26.146613
V378,2701238.79721,1164691.55663,2.952446,0.828276,171.604861
V379,2714682.81449,1161247.70113,2.991138,0.600993,173.829455
V380,2777177.42180,1190758.15008,2.863155,0.817945,166.443458
V381,2775056.45785,1196785.99555,2.652459,0.670495,154.183406
V382,2688644.18484,1199337.76714,0.39953,0.229866,23.287435
V383,2760791.21038,1257578.60429,3.504933,0.091381,203.743483
V384,2645849.58844,1123664.95589,2.850151,0.728337,165.655808
V385,2655331.53314,1177481.91282,1.156511,0.331109,67.170205
V386,2608473.84900,1188527.95734,0.990323,0.185905,57.460641
V387,2673857.89501,1204321.58939,3.320209,0.090626,192.86046
V388,2783787.60759,1206138.01577,2.816162,0.835041,163.711359
V389,2734421.21950,1169019.09577,2.783897,0.536815,161.793373
V390,2598722.01590,1139018.96247,2.500771,0.781648,145.356262
V391,2587241.97539,1114637.74739,1.341062,0.670998,77.944394
V392,2794025.07627,1164340.38354,2.932336,0.736662,170.42508
V393,2740963.68074,1134328.39137,3.123278,0.572995,181.517692
V394,2709706.10211,1181075.93824,3.062356,0.828425,178.007962
V395,2616297.97239,1126323.34823,2.421293,0.684641,140.712287
V396,2604264.12431,1240429.49334,0.904782,0.432041,52.589108
V397,2634456.95733,1263679.96493,0.621211,0.43622,36.151625
V398,2760322.12981,1148231.06333,2.991073,0.77467,173.854182
V399,2635084.51395,1151046.22002,3.573896,0.879065,207.738187
V400,2729355.07835,1144435.43388,3.566308,0.59821,207.309304
V401,2717052.21438,1138711.70504,4.463495,0.12277,259.886251
V402,2595269.96332,1221591.45270,0.447152,0.51433,26.059543
V403,2791635.80364,1197091.22673,2.925616,0.837053,170.068206
V404,2715704.70549,1190518.26663,3.218198,0.733358,187.038728
V405,2682055.73468,1269940.97724,0.71454,0.510462,41.572742
V406,2697667.40491,1139337.85583,3.571408,0.400912,207.601679
V407,2717321.21901,1086329.10984,6.122032,0.095648,356.004087
V408,2822711.45728,1177598.74180,3.049398,0.892946,177.258246
V409,2697729.18244,1176554.99545,2.83828,0.822657,164.977581
V410,2539495.18736,1154059.36492,0.234827,0.391148,13.775891
V411,2673349.11920,1197403.04910,2.679023,0.46941,155.687117
V412,2678281.66597,1231367.21568,0.832159,0.066516,48.19086
V413,2640547.28528,1128966.86948,1.095287,0.451144,63.650301
V414,2598197.76007,1245052.60961,0.70787,0.451393,41.181055
V415,2563267.69135,1136909.08011,2.017045,0.472696,117.151548
V416,2726990.33685,1156299.76844,3.099668,0.819686,180.148313
V417,2718102.72465,1154344.59927,2.945329,0.49927,171.143826
V418,2527011.05963,1195743.74895,0.85617,0.442444,49.77389
V419,2761398.03163,1157678.67884,2.961615,0.789703,172.140543
V420,2695186.72203,1272045.27575,0.950653,0.46838,55.266036
V421,2648488.35194,1158713.19771,3.589455,0.874559,208.647281
V422,2730781.58542,1247318.51691,1.317082,0.149985,76.309049
V423,2613245.65827,1167906.68683,2.135361,0.419165,124.079349
V424,2522244.91017,1170360.27328,0.638819,0.570791,37.186902
V425,2565551.52634,1181316.11437,0.583094,0.336354,33.948276
V426,2736527.69225,1163413.75506,2.941448,0.760983,170.972254
V427,2732729.79497,1229131.53135,3.000464,0.266311,174.401196
V428,2797980.60674,1139842.27838,3.34519,0.750931,194.403406
V429,2703285.83694,1137114.34910,3.613968,0.395442,210.087218
V430,2731007.45281,1200229.12220,2.642069,0.462605,153.558631
