Station_ID,lon,lat,circular_stats_theta_rad,circular_stats_regularity,mean_peak_doy
V433,2601560.15588,1200097.27863,1.314802,0.86039,76.432737
V434,2794418.28544,1176739.17196,3.137216,0.962058,182.365314
V435,2723843.83168,1241497.43989,1.506766,0.849277,87.590886
V436,2798471.37106,1156948.62757,3.024025,0.941789,175.786339
V437,2721928.94808,1219691.93864,1.807786,0.838904,105.091418
V438,2628242.28213,1250900.75645,1.152667,0.863144,67.008772
V439,2625556.90267,1099082.29779,2.431593,0.929623,141.349112
V440,2644747.50550,1128399.55755,1.478258,0.761483,85.944079
V441,2631154.75751,1099663.26402,3.375619,0.965393,196.222107
V442,2779930.54857,1202413.39355,2.137027,0.917023,124.229244
V443,2672288.32443,1208173.31286,1.27346,0.83926,74.030129
V444,2569369.44867,1256462.09491,0.983073,0.853283,57.150078
V445,2730505.13946,1137686.93163,2.423227,0.896283,140.867466
V446,2700726.16477,1119782.22042,1.804895,0.500261,104.956315
V447,2690593.94088,1284480.07361,1.190403,0.863043,69.198619
V448,2734638.48616,1154517.54942,2.395339,0.901098,139.245503
V449,2718308.69252,1264951.09763,1.154539,0.864448,67.115626
V450,2728238.37527,1195129.26083,2.626056,0.937305,152.654105
V451,2718448.36268,1283793.44379,1.19346,0.834517,69.377264
V452,2706743.12180,1202073.68764,2.391242,0.921243,139.005777
V453,2565630.13453,1106098.41341,2.145124,0.928729,124.70051
V454,2581445.20697,1203675.87444,1.122307,0.871114,65.241509
V455,2602982.12500,1259235.52032,1.032313,0.836881,60.009913
V456,2669774.19647,1215475.61783,1.544649,0.790013,89.799016
V457,2805543.79482,1181445.99771,2.695631,0.943607,156.698743
V458,2805991.47618,1188533.61630,2.922061,0.953303,169.859507
V459,2825980.09167,1184019.73760,2.818689,0.944762,163.851224
V460,2716948.76266,1150769.80721,2.127445,0.759337,123.683879
V461,2717674.53536,1210174.67007,2.418902,0.909846,140.614656
V462,2735129.27797,1144904.97935,2.409747,0.899978,140.083371
V463,2634793.85908,1194475.09244,1.584321,0.86574,92.09943
V464,2749648.78843,1227009.70697,1.60619,0.845314,93.371752
V465,2664298.26929,1168826.87648,2.349248,0.93034,136.563405
V466,2707793.34203,1282931.41909,1.325949,0.861757,77.077493
V467,2668400.84571,1199350.34615,1.743667,0.844971,101.366593
V468,2720213.51986,1243062.38348,1.504235,0.852041,87.444012
V469,2674632.14933,1255877.94804,1.152731,0.870491,67.010304
V470,2579415.95122,1194376.90101,1.176384,0.867317,68.387846
V471,2658596.65478,1167760.98770,2.645903,0.946217,153.806338
V472,2704062.49139,1179536.75928,3.090702,0.960279,179.661103
V473,2693114.74562,1263352.01041,1.119372,0.861481,65.070416
V474,2553141.83295,1152214.25016,0.899559,0.832654,52.308032
V475,2814678.80090,1198312.83828,2.931105,0.943643,170.384628
V476,2561593.22413,1120314.86786,1.209094,0.876634,70.289664
V477,2737575.11756,1233789.09304,1.92207,0.877377,111.733392
V478,2825525.89283,1207380.64862,2.64178,0.940082,153.567459
V479,2609906.36623,1097101.69494,3.482862,0.971639,202.457348
V480,2747173.37348,1190225.01510,2.504526,0.919113,145.590861
V481,2786577.88257,1143402.95409,3.260771,0.966627,189.548009
V482,2624987.43111,1153839.59786,2.736922,0.94951,159.097151
V483,2714279.03880,1205277.98610,2.908841,0.950024,169.090639
V484,2769413.24658,1151372.00387,2.706,0.939891,157.300239
V485,2708229.85432,1154498.96001,2.317386,0.898325,134.714388
V486,2630221.74831,1258253.43839,1.164752,0.831529,67.712085
V487,2632214.72071,1230309.85774,1.185101,0.89186,68.890345
V488,2639420.36891,1098155.59980,3.295594,0.964883,191.57
V489,2761862.16233,1254871.65402,1.602523,0.760853,93.160831
V490,2603717.29944,1222136.47948,1.138516,0.891945,66.181351
V491,2580532.59382,1118874.99982,2.211919,0.927089,128.579792
V492,2827712.65334,1202895.88270,2.69573,0.943002,156.703276
V493,2710918.23123,1157684.08333,2.338363,0.909812,135.93215
V494,2569034.79245,1230752.47449,1.213662,0.883426,70.55425
V495,2709173.26977,1247469.81145,1.340196,0.839159,77.908508
V496,2715394.67460,1135236.17299,1.195239,0.357844,69.495979
V497,2584479.87812,1181235.01409,1.270546,0.836507,73.863442
V498,2571664.56079,1152415.57631,1.882098,0.906632,109.409083
V499,2571486.85029,1098314.66108,2.659232,0.943793,154.581532
V500,2581026.15726,1123815.60978,2.602063,0.940755,151.258186
V501,2740368.85477,1164023.03043,2.626775,0.932779,152.695522
V502,2548444.26925,1206537.00285,1.261214,0.894129,73.317899
V503,2636431.38756,1128307.03059,1.554487,0.828829,90.371547
V504,2691512.17793,1214396.67405,1.808019,0.842124,105.106042
V505,2581492.02116,1157546.63703,2.09467,0.919705,121.765893
V506,2655178.47087,1205221.20456,1.894143,0.888136,110.111782
V507,2687941.62789,1269311.89886,1.092357,0.86948,63.497943
V508,2808501.54302,1183084.69384,2.530117,0.937662,147.078341
V509,2783025.99432,1168346.58130,2.861158,0.950805,166.319405
V510,2714424.65893,1108836.87301,1.658288,0.574827,96.425464
V511,2548531.92549,1218166.31332,1.083272,0.893461,62.973794
V512,2698415.81484,1227397.78509,1.517616,0.80634,88.226478
V513,2511136.57124,1125599.10614,0.778669,0.883709,45.264509
V514,2637873.16760,1134900.77346,2.805412,0.950217,163.077515
V515,2739913.00454,1238995.07179,1.77382,0.872969,103.115208
V516,2611011.14466,1225431.65923,1.167279,0.888255,67.853296
V517,2599564.91029,1145239.23176,1.877325,0.913618,109.133338
V518,2569340.84738,1133762.16385,1.706488,0.914866,99.202006
V519,2720568.91878,1087199.30206,1.402744,0.620418,81.567051
V520,2792114.15038,1169621.07871,2.920383,0.952788,169.761993
V521,2663663.04655,1201098.92267,1.688428,0.837831,98.15508
V522,2620826.89663,1098711.66286,3.321065,0.965935,193.052079
V523,2573318.74654,1194994.64997,1.123968,0.874725,65.338983
V524,2622896.51067,1223550.77120,1.232846,0.888138,71.665921
V525,2627659.27658,1180584.47778,1.800696,0.892587,104.679283
V526,2736863.83088,1184927.11351,1.682967,0.83148,97.838791
V527,2585669.12248,1085893.83839,3.25603,0.956114,189.27032
V528,2663072.05317,1147119.10519,1.90494,0.866384,110.739444
V529,2685616.36603,1266350.45628,1.12574,0.868283,65.439238
V530,2584987.94201,1152446.87126,2.024743,0.917285,117.70194
V531,2634272.28294,1135146.17067,3.162491,0.961944,183.834132
V532,2682566.55250,1228378.80769,1.50873,0.762705,87.712938
V533,2617754.71883,1193704.93305,1.461849,0.859697,84.980689
V534,2647539.17742,1209537.10756,1.482633,0.836828,86.19178
V535,2526244.96331,1150943.80720,0.692933,0.887457,40.280546
V536,2623702.41081,1187919.63988,1.531756,0.856483,89.045298
V537,2727537.58267,1121699.08700,1.696795,0.552426,98.656397
V538,2691367.06798,1197350.66814,1.783496,0.85811,103.680893
V539,2671583.51253,1183711.29375,2.595513,0.939314,150.878412
V540,2723460.54967,1129902.34241,2.48046,0.888837,144.195473
V541,2765700.36160,1184514.79481,2.523895,0.936165,146.715562
V542,2689404.55973,1153796.98135,1.705039,0.721563,99.121534
V543,2704978.75504,1170224.50615,2.272966,0.908907,132.131144
V544,2712542.35622,1115522.19490,1.585449,0.511557,92.196954
V545,2584505.60450,1146334.07112,1.844577,0.915299,107.229566
V546,2678427.50745,1236502.83586,1.393733,0.820235,81.023445
V547,2642896.39725,1163140.16125,2.312035,0.929658,134.401026
V548,2711315.96941,1092202.66063,1.317345,0.490867,76.607426
V549,2760859.45510,1133694.48056,2.225108,0.821979,129.35715
V550,2612008.02152,1139549.96293,3.085395,0.957684,179.352769
V551,2703091.45919,1160318.93620,2.719522,0.940866,158.084737
V552,2679662.71712,1214158.54516,1.69183,0.808216,98.355412
V553,2665083.80014,1227894.21546,1.294138,0.824682,75.231562
V554,2719623.03928,1188947.26796,2.992202,0.952677,173.935944
V555,2693291.96045,1156540.96815,2.336083,0.904118,135.79683
V556,2664500.17338,1265538.12837,1.028417,0.880211,59.783996
V557,2602730.09285,1099092.35231,3.065687,0.957909,178.20639
V558,2651614.71653,1117781.48428,2.47706,0.879644,143.996924
V559,2581195.52086,1222456.28593,1.13028,0.893801,65.706746
V560,2651347.19016,1163122.55330,3.372046,0.969821,196.014756
V561,2739287.16208,1150312.48744,2.855153,0.93757,165.968927
V562,2791888.08650,1142804.61898,3.427937,0.971051,199.263863
V563,2733352.50959,1181975.17090,1.311976,0.790433,76.271534
V564,2722173.73205,1124035.63184,1.807133,0.561924,105.070687
V565,2665142.15788,1173664.38361,2.268014,0.921932,131.843108
V566,2780859.16076,1139621.04700,2.912377,0.951226,169.295826
V567,2718454.09692,1104949.58391,1.659013,0.601352,96.464156
V568,2602359.54093,1170760.17489,2.06881,0.914032,120.265156
V569,2571502.32784,1146904.29615,1.684707,0.897384,97.935926
V570,2781363.43899,1196477.22344,2.180206,0.917684,126.73982
V571,2728995.00984,1279072.30614,1.213792,0.808734,70.561837
V572,2575228.21307,1176912.01088,1.181325,0.852026,68.675446
V573,2507851.58364,1141670.29506,0.62767,0.892544,36.486136
V574,2688044.80418,1190554.54444,1.972504,0.879679,114.666974
V575,2565617.47327,1188795.77199,1.075576,0.879334,62.525842
V576,2737924.05492,1222582.21060,1.759925,0.843084,102.307454
V577,2640818.03876,1135388.73375,2.489627,0.939607,144.722592
V578,2733494.48180,1243074.43128,1.565719,0.856073,91.017026
V579,2744878.96211,1213587.76890,2.060063,0.862207,119.759274
V580,2616698.48391,1102656.39637,3.45248,0.970578,200.690535
V581,2751586.36062,1224266.35373,2.013471,0.856015,117.04903
V582,2720074.39382,1117503.30413,1.773114,0.606991,103.090238
V583,2662319.27889,1173622.01015,1.781414,0.880968,103.559206
V584,2623153.88145,1268939.58154,1.292914,0.847301,75.160365
V585,2711981.14420,1193679.01059,2.642444,0.939488,153.605539
V586,2768425.60175,1170102.07918,2.534388,0.92546,147.325659
V587,2571807.02004,1199493.68798,1.060094,0.878149,61.624932
V588,2788121.55525,1180005.14191,2.710152,0.944177,157.542258
V589,2574908.24766,1095103.54943,2.014248,0.923938,117.092955
V590,2776447.95503,1207869.77144,2.165476,0.917996,125.88258
V591,2598441.01025,1179383.61664,1.603022,0.868497,93.189868
V592,2665351.44800,1271241.30387,1.055618,0.886569,61.365415
V593,2754556.25363,1259951.53989,1.505842,0.777683,87.54066
V594,2588837.21646,1193720.12219,1.219004,0.848459,70.866651
V595,2597239.22878,1253197.12822,1.019397,0.835225,59.258792
V596,2740686.23054,1204213.42040,2.545953,0.935901,147.998105
V597,2773870.57558,1149123.11766,2.802985,0.94527,162.937106
V598,2577792.59530,1089286.83000,2.776263,0.94275,161.383424
V599,2770205.24953,1144984.00178,2.693598,0.940363,156.578841
V600,2704071.98088,1141205.76613,2.538069,0.902981,147.540935
V601,2571235.76457,1139878.70007,2.024217,0.92627,117.67027
V602,2789462.17902,1184755.52990,2.689719,0.943692,156.354641
V603,2773029.07144,1170329.81762,1.92874,0.795099,112.121121
V604,2726218.78731,1201711.01214,2.407345,0.924798,139.942262
V605,2636015.85712,1160718.99901,2.003979,0.913071,116.497048
V606,2682686.29984,1239806.81236,1.365492,0.835569,79.381556
V607,2796293.10020,1153440.88638,3.004602,0.942719,174.657306
V608,2680873.27061,1283516.59974,1.103934,0.878118,64.17023
V609,2537040.04204,1158268.27169,0.788339,0.873171,45.82694
V610,2743149.25061,1242139.73636,1.694279,0.866368,98.491685
V611,2651535.14380,1187592.57633,1.834406,0.891868,106.640964
V612,2611241.58770,1171957.72303,1.602812,0.860829,93.176731
V613,2609024.20273,1221655.56076,1.191064,0.890752,69.236255
V614,2551191.89065,1135366.95104,1.785874,0.896445,103.818127
V615,2738663.53265,1254067.02771,1.518036,0.810687,88.248863
V616,2619422.37557,1206843.89428,1.382522,0.867663,80.368083
V617,2661178.35411,1212011.36665,1.493781,0.804892,86.84085
V618,2797456.43381,1182092.67403,2.740309,0.945697,159.295416
V619,2612758.52140,1209909.62180,1.321851,0.879974,76.841082
V620,2654726.98888,1182450.78259,1.643507,0.869762,95.544944
V621,2592601.77116,1094846.46149,3.113873,0.961016,181.007355
V622,2684537.78836,1117038.55397,1.914723,0.625525,111.321589
V623,2676901.64206,1160523.19038,3.061502,0.957987,177.962738
V624,2734720.38820,1258002.74319,1.359425,0.809049,79.0287
V625,2652289.71689,1255556.54465,0.952291,0.87237,55.357526
V626,2727196.38791,1150967.93567,3.104422,0.957378,180.45827
V627,2763217.27632,1252312.62131,1.594446,0.726101,92.691486
V628,2609807.60853,1144083.50591,2.614043,0.942784,151.954618
V629,2572094.64452,1217673.98644,1.157777,0.883491,67.305999
V630,2688096.76617,1228985.02370,1.565327,0.783788,91.001877
V631,2601897.69599,1120855.94795,1.517247,0.886657,88.203288
V632,2674884.52717,1235458.01573,1.336193,0.815598,77.67758
V633,2783178.27097,1152362.68441,2.711619,0.941035,157.627782
V634,2577186.72278,1199953.99608,1.198891,0.872744,69.694023
V635,2698290.41428,1155308.06564,2.415305,0.915473,140.403261
V636,2687184.23705,1217955.08746,1.761049,0.82611,102.376623
V637,2681761.38757,1130500.19686,2.188342,0.855787,127.215292
V638,2699812.81441,1171467.30264,2.48754,0.932036,144.600765
V639,2687642.61996,1129355.24356,1.586886,0.528375,92.266722
V640,2666789.00437,1162422.93402,2.917036,0.954118,169.56592
V641,2655620.41912,1192224.31804,1.722696,0.866185,100.148529
V642,2681903.51339,1134647.10952,2.49105,0.912655,144.805746
V643,2750733.72551,1194334.99603,2.171048,0.900797,126.209067
V644,2770159.57579,1137639.91833,2.288501,0.865915,133.038445
V645,2599968.32689,1236030.58827,1.289733,0.893602,74.973103
V646,2703743.87922,1243260.21129,1.422537,0.835699,82.696687
V647,2631728.23558,1226099.72756,1.223858,0.887737,71.143858
V648,2688416.92348,1210420.26218,1.690234,0.810622,98.260212
V649,2719354.83601,1127091.04811,1.464651,0.447752,85.159649
V650,2579806.98100,1188242.11986,1.214668,0.854083,70.615262
V651,2770520.80251,1132775.21600,3.190616,0.9632,185.46911
V652,2589982.93800,1177020.64425,1.507605,0.861306,87.642412
V653,2578007.13564,1140834.12284,2.064155,0.927097,119.991935
V654,2705208.50005,1219673.71117,1.807812,0.862448,105.091646
V655,2793395.29790,1190725.51145,2.603379,0.941149,151.336037
V656,2710674.07275,1099020.21460,1.605361,0.566308,93.350863
V657,2754556.27012,1153775.76641,2.511221,0.909365,145.981234
V658,2664405.47476,1142827.28212,2.859214,0.944483,166.203744
V659,2507276.55750,1120063.41377,0.698963,0.876339,40.629295
V660,2805006.59148,1169353.67040,2.886152,0.946714,167.772758
V661,2559892.15813,1169836.26624,1.051119,0.862324,61.104343
V662,2599389.71049,1116427.11865,1.757874,0.903888,102.190692
V663,2574134.42655,1082969.55442,2.920549,0.947062,169.769383
V664,2731752.51248,1252873.94616,1.374004,0.817764,79.875908
V665,2734129.12517,1220799.51391,1.111166,0.869873,64.594569
V666,2754916.72773,1238057.78742,1.88994,0.856448,109.866525
V667,2635759.54075,1211486.01220,1.497271,0.877753,87.039763
V668,2730913.93654,1162225.71185,2.430044,0.914937,141.261394
V669,2600281.09546,1194404.95920,1.285049,0.852569,74.705261
V670,2814699.17943,1181843.15727,2.669881,0.942782,155.202025
V671,2574748.23237,1102906.32053,1.46865,0.905211,85.376827
V672,2667705.63275,1179328.47618,2.602219,0.940099,151.267942
V673,2754552.48210,1157779.20349,2.674392,0.934264,155.4636
V674,2521776.84873,1166622.71587,0.830456,0.905318,48.275563
V675,2775135.90867,1167395.40973,2.437306,0.912114,141.683648
V676,2700587.49240,1282792.89573,1.291961,0.872017,75.101738
V677,2746062.64276,1223887.03122,2.337583,0.930727,135.885942
V678,2579677.56821,1131210.28821,2.483268,0.940697,144.352844
V679,2743003.61494,1193516.16496,2.77507,0.94271,161.315542
V680,2586168.91482,1109654.64844,2.369484,0.939698,137.73973
V681,2761034.90098,1170474.53412,2.135339,0.824505,124.137049
V682,2707109.58241,1146823.83425,1.925002,0.667991,111.909378
V683,2610703.34393,1106274.08715,3.166959,0.961374,184.0933
V684,2686825.87155,1121367.37081,2.008089,0.708477,116.752687
V685,2795876.34543,1187189.28976,2.892282,0.950358,168.128641
V686,2584551.15347,1122020.29014,1.989499,0.925265,115.651546
V687,2613395.98052,1259134.63033,1.111754,0.82996,64.629569
V688,2752191.25889,1216626.94922,1.73311,0.861176,100.752435
V689,2653057.04990,1142479.88453,2.104541,0.888901,122.34223
V690,2669204.01052,1176224.52568,2.220471,0.920058,129.079121
V691,2597692.57845,1227159.61982,1.119546,0.894218,65.079289
V692,2723677.35282,1136898.68258,2.387584,0.863948,138.799214
V693,2653109.98419,1266909.03369,0.907679,0.874845,52.76524
V694,2724973.95469,1084364.13430,1.422441,0.601969,82.715704
V695,2721875.08853,1183968.76055,2.693187,0.941244,156.555494
V696,2593050.62766,1145833.84100,2.168307,0.929263,126.047539
V697,2731110.32592,1203892.62504,1.923325,0.861673,111.809894
V698,2659924.65836,1175818.56764,1.999335,0.893496,116.227724
V699,2656536.40656,1217773.41574,1.360933,0.817672,79.116307
V700,2536598.80119,1166447.89909,0.841178,0.894295,48.898304
V701,2737971.20384,1268992.83494,1.186951,0.803915,68.99585
V702,2625228.34038,1145331.08283,3.428688,0.970128,199.307342
V703,2811303.36144,1190325.70657,2.88444,0.94887,167.672655
V704,2684630.92543,1138701.32916,1.904286,0.740017,110.698993
V705,2502750.83352,1137048.24277,0.709273,0.886251,41.230676
V706,2651451.70938,1138667.03915,1.665377,0.775734,96.819527
V707,2694482.97517,1199431.95400,2.435647,0.929509,141.586687
V708,2690426.31352,1147787.27995,2.544278,0.918827,147.899205
V709,2653387.47658,1235729.39513,1.22052,0.872578,70.950382
V710,2733573.63544,1159134.94752,2.696282,0.93562,156.734771
V711,2678387.35921,1167351.90461,3.184512,0.964087,185.113679
V712,2796870.76843,1145145.90670,2.861909,0.938669,166.362669
V713,2779797.43972,1157135.52239,3.013414,0.953304,175.16948
V714,2732653.48654,1208263.83471,2.57437,0.935991,149.649735
V715,2676243.74613,1192503.58533,2.557757,0.935177,148.684398
V716,2642579.52543,1263870.14250,1.027976,0.866042,59.760123
V717,2625438.45983,1237534.77754,1.114011,0.891176,64.757363
V718,2612377.46431,1252084.54038,1.030804,0.85115,59.923915
V719,2569326.48719,1173585.04805,1.149157,0.857571,66.804998
V720,2585145.52453,1140469.21302,1.999976,0.924345,116.262106
V721,2660849.24452,1189023.81007,1.782101,0.877274,103.601327
V722,2631093.18687,1143328.46598,3.113535,0.960992,180.988056
V723,2639791.27398,1245738.79651,1.107398,0.885457,64.373992
V724,2714102.96998,1243219.06747,1.506578,0.848543,87.5805
V725,2731120.58580,1181326.57364,1.406694,0.804807,81.777782
V726,2670652.68317,1241348.53335,1.252426,0.858783,72.805299
V727,2800569.06956,1132712.40851,2.348799,0.90255,136.543003
V728,2634671.03680,1202054.77463,1.598149,0.878386,92.903023
V729,2623685.46487,1195000.35313,1.468545,0.860258,85.369271
V730,2717709.54254,1236084.38971,1.575135,0.820287,91.565287
V731,2603206.53690,1208512.32613,1.229991,0.879238,71.500999
V732,2748957.26269,1171783.39465,2.140577,0.845404,124.442377
V733,2683663.47371,1206599.53900,1.771431,0.817788,102.98089
V734,2686872.14721,1278782.79610,1.169956,0.867935,68.008299
V735,2720814.89156,1273973.11306,1.11517,0.84588,64.827014
V736,2582691.13816,1090999.02168,2.779247,0.946713,161.556636
V737,2605142.37486,1244005.86552,1.114932,0.864763,64.812797
V738,2556529.39097,1159649.36766,1.029761,0.839029,59.86025
V739,2718446.75549,1222407.48851,1.847714,0.861045,107.412346
V740,2561198.50738,1189812.55537,0.997285,0.888599,57.97385
V741,2608138.08659,1259388.59344,0.997926,0.832377,58.011078
V742,2686943.96148,1197469.81283,1.75427,0.842362,101.981389
V743,2693522.54288,1184420.90822,1.860476,0.862104,108.155684
V744,2723624.75388,1105298.61928,1.859751,0.720849,108.128554
V745,2583995.13138,1172701.74086,1.697417,0.890329,98.676072
V746,2627160.50188,1229714.41423,1.1998,0.890883,69.74449
V747,2682102.97693,1193467.79425,2.74738,0.943999,159.705923
V748,2731467.53138,1188024.16731,2.543931,0.937185,147.879912
V749,2638793.30757,1165977.33902,2.004016,0.913767,116.49825
V750,2723181.80871,1156027.08021,2.955209,0.946383,171.785527
V751,2658052.41729,1248805.56543,1.132416,0.877943,65.827568
V752,2573913.77912,1241229.45251,0.976625,0.872972,56.77413
V753,2727029.19740,1113199.84195,2.060121,0.774471,119.768848
V754,2579625.54729,1211695.71270,1.050646,0.886385,61.075019
V755,2618712.45255,1184286.48752,1.447585,0.836788,84.153044
V756,2800766.12357,1177457.74102,2.827926,0.951246,164.388119
V757,2533105.89341,1179140.62614,0.884324,0.914815,51.405313
V758,2747867.92677,1256207.07037,1.596838,0.805124,92.830108
V759,2639119.92637,1267906.38432,1.170806,0.867016,68.063112
V760,2767073.95086,1140513.38125,2.83202,0.943208,164.623886
V761,2628343.32830,1196787.93214,1.527868,0.871003,88.816783
V762,2722998.59762,1220572.49989,1.6026,0.788016,93.162925
V763,2611330.38360,1150873.25156,2.199505,0.929912,127.859774
V764,2760702.32679,1183816.81972,2.159975,0.887112,125.565553
V765,2621376.95578,1202347.37887,1.423949,0.868928,82.776258
V766,2741292.06755,1155922.06057,2.529765,0.916884,147.0582
V767,2687104.36436,1187603.18367,2.579252,0.938409,149.932601
V768,2629894.94459,1163941.69285,2.24287,0.927684,130.381225
V769,2739762.66886,1212981.40793,2.46937,0.924386,143.547259
V770,2687612.43118,1134896.32176,1.905374,0.708138,110.765638
V771,2549822.04121,1168466.01039,0.877761,0.86586,51.02673
V772,2698345.07293,1238675.56828,1.369345,0.820326,79.604259
V773,2630712.61525,1094531.97603,3.449235,0.969398,200.501489
V774,2686928.89901,1184216.64366,2.978995,0.956367,173.167953
V775,2684894.27280,1192825.34662,2.658556,0.940141,154.542742
V776,2622101.87954,1129445.53065,2.017833,0.913852,117.300182
V777,2500856.26347,1111047.74011,0.821291,0.881773,47.741238
V778,2717980.16452,1228836.45095,1.646139,0.778538,95.695116
V779,2714572.38430,1146075.48145,1.989043,0.685701,115.6464
V780,2771506.69499,1160865.07003,2.779192,0.942884,161.555197
V781,2803460.00298,1137979.64344,2.265757,0.871642,131.719697
V782,2559144.55606,1156244.75362,1.180255,0.850608,68.609104
V783,2774192.27386,1136158.58610,3.184424,0.963793,185.109497
V784,2728323.25910,1257467.58957,1.270703,0.823657,73.870851
V785,2547861.74913,1179084.84054,1.00873,0.892752,58.640799
V786,2637093.97638,1241044.05165,1.125742,0.889158,65.439744
V787,2662061.34349,1235186.54451,1.255763,0.859667,72.999956
V788,2732693.42855,1213588.67399,2.600495,0.936878,151.168428
V789,2722192.22870,1195285.24401,2.566917,0.933618,149.216405
V790,2483963.90301,1114385.38287,0.723316,0.876604,42.046445
V791,2706877.94426,1108597.68050,1.64288,0.659096,95.521462
V792,2791387.17519,1149762.78891,2.676559,0.938948,155.590204
V793,2547652.45891,1161259.27188,0.855303,0.84994,49.720269
V794,2611526.88703,1128659.04163,1.23605,0.862856,71.856286
V795,2594466.57356,1126074.00064,1.975148,0.916879,114.816765
V796,2604799.91163,1187717.47547,1.255684,0.832095,72.997319
V797,2758027.04577,1213156.20125,1.437233,0.827857,83.553307
V798,2614061.62376,1178689.97531,1.546487,0.830642,89.903684
V799,2735613.50441,1226512.20693,2.118071,0.901053,123.126863
V800,2709267.44378,1161365.85267,2.747766,0.942793,159.726505
V801,2679733.69538,1219990.15932,1.115355,0.825535,64.837689
V802,2690730.60060,1220286.88603,1.674423,0.818707,97.340286
V803,2687417.58851,1290477.88989,1.199423,0.876585,69.722787
V804,2747048.84090,1208167.84870,2.264412,0.899823,131.63584
V805,2685110.53073,1110880.01712,1.74541,0.467613,101.499739
V806,2754425.71650,1209027.52696,1.398107,0.831973,81.279113
V807,2568291.55143,1158483.46394,1.614735,0.884198,93.866796
V808,2498021.51134,1116950.33559,0.74105,0.876623,43.077779
V809,2591704.98546,1198523.92136,1.246826,0.858386,72.482333
V810,2574173.74147,1168770.86081,1.282607,0.862955,74.562458
V811,2671585.54524,1220934.89555,1.459418,0.780165,84.843313
V812,2603548.78869,1217374.30897,1.182885,0.891189,68.760949
V813,2581595.86310,1162148.08908,1.791216,0.891815,104.127887
V814,2632159.96433,1176153.04866,1.831946,0.896623,106.497083
V815,2788173.90513,1171389.35640,2.993376,0.949712,174.004883
V816,2679688.07490,1156575.16895,2.950833,0.945015,171.529597
V817,2766568.85265,1199155.26291,2.034293,0.893996,118.25962
V818,2626390.64416,1089988.31704,3.509075,0.971663,203.980763
V819,2659984.91266,1265097.13828,0.983161,0.87885,57.153286
V820,2651044.78407,1243267.74692,1.137642,0.882186,66.131061
V821,2581721.56478,1104267.57367,1.872162,0.922885,108.833756
V822,2709267.65224,1272629.00961,1.233113,0.854346,71.682124
V823,2628978.21943,1131955.10678,2.698448,0.945726,156.859975
V824,2704967.88205,1279489.58556,1.305053,0.866565,75.862917
V825,2693433.30929,1173596.07179,2.669509,0.942526,155.178676
V826,2677704.06676,1260040.41483,1.088104,0.872185,63.252001
V827,2762902.76280,1166880.20380,2.287153,0.842557,132.960619
V828,2591665.04987,1249686.11523,1.053062,0.851753,61.216247
V829,2529161.59873,1191528.77622,1.246657,0.902121,72.470968
V830,2544370.62042,1168158.17804,0.951956,0.87841,55.340499
V831,2611186.83480,1116319.02076,1.969841,0.909374,114.512601
V832,2530637.71240,1156222.67987,0.723818,0.887381,42.0751
V833,2681607.42817,1142455.17511,2.828567,0.93992,164.422219
V834,2636213.71099,1115138.21436,2.689236,0.939112,156.325522
V835,2716479.48172,1180996.85740,2.905487,0.949728,168.895193
V836,2615082.58536,1200115.85335,1.389166,0.867603,80.75529
V837,2595426.60873,1159019.12782,1.80984,0.900067,105.210591
V838,2623896.54431,1231310.16939,1.161749,0.891636,67.532058
V839,2589205.93603,1244296.96277,1.057078,0.857446,61.448743
V840,2657599.25772,1255555.16524,1.042117,0.876163,60.579244
V841,2729170.33545,1223949.18116,1.909978,0.862774,111.031646
V842,2638077.11797,1263629.60389,1.114073,0.863185,64.765435
V843,2588144.76195,1252270.14663,1.059628,0.857114,61.598013
V844,2651318.66292,1110545.73580,2.379495,0.902633,138.323299
V845,2680846.21505,1203983.29736,1.367027,0.847181,79.470309
V846,2690944.89020,1179850.12353,2.400774,0.927544,139.558053
V847,2549706.13635,1149386.29131,0.850876,0.83867,49.478203
V848,2647216.32424,1191359.99279,2.032136,0.922732,118.131784
V849,2618620.47726,1181474.85333,1.420675,0.830871,82.588666
V850,2565005.65195,1217374.48290,1.309673,0.886896,76.135695
V851,2642766.35773,1204912.98645,1.54121,0.851595,89.595279
V852,2778196.18537,1138257.71565,3.099692,0.960139,180.184122
V853,2628970.44894,1117559.49909,2.647315,0.942488,153.888246
V854,2753124.72235,1178597.73152,1.894227,0.814733,110.121068
V855,2578593.93985,1213937.40477,1.055104,0.880843,61.331632
V856,2552223.83294,1181585.57928,0.987615,0.894768,57.413051
V857,2746973.06987,1218757.33061,1.71454,0.856358,99.671636
V858,2622484.74923,1102864.38502,3.40449,0.967863,197.900578
V859,2721234.36894,1202483.43890,2.353315,0.908349,136.800838
V860,2547259.16331,1154136.87194,0.807382,0.837003,46.94996
V861,2781820.05029,1186267.75118,2.404111,0.932624,139.753298
V862,2577948.08782,1108441.84784,1.266953,0.904786,73.650326
V863,2581114.44655,1166144.30145,1.690439,0.888724,98.269546
V864,2689575.90572,1219641.17238,1.375026,0.820618,79.936536
V865,2616327.79856,1234362.12670,1.089773,0.884672,63.348134
V866,2701043.53617,1145186.45589,2.591414,0.909604,150.640856
V867,2610170.36840,1206170.87336,1.343406,0.873716,78.094814
V868,2577627.33149,1099430.70640,1.605056,0.907968,93.306807
